temp,humidity,soil,temp_norm,hum_norm,soil_norm,label,label_prob,hard_label
14.029518478194523,54.3373666753561,96.40632485037293,0.3117670772932116,0.543373666753561,0.9640632485037293,0,4.634427601382233e-16,0
23.98369669269893,55.37878445711009,64.3238631649653,0.5329710376155318,0.553787844571101,0.643238631649653,0,3.4415319638761786e-12,0
41.5910950271379,96.18835325272572,35.870868794169894,0.92424655615862,0.9618835325272572,0.35870868794169897,0,0.002812489496191512,0
28.059072269536873,34.891291551569445,39.3372985184365,0.6235349393230416,0.3489129155156945,0.393372985184365,0,0.0009606308754160406,0
31.86584655949816,100.0,64.48575018768749,0.7081299235444035,1.0,0.6448575018768749,0,1.054457279154516e-15,0
41.65652149039395,20.0,56.07683485693314,0.92570047756431,0.2,0.5607683485693314,1,0.9987160380037223,1
29.722557439683886,91.15176794632971,86.2750749369557,0.6605012764374197,0.9115176794632971,0.8627507493695571,0,3.631160840389245e-25,0
30.959948689209096,45.93301037471668,41.175976212631454,0.6879988597602021,0.4593301037471668,0.41175976212631454,0,4.571188571558203e-05,0
23.436790117931807,63.39621791492132,26.926860126240218,0.5208175581762624,0.6339621791492133,0.26926860126240215,0,0.9557710934941133,1
42.118619486557265,70.538018536499,77.08850927722494,0.9359693219234948,0.7053801853649899,0.7708850927722495,0,5.4595327499418383e-14,0
10.162634029350269,35.38396824351663,91.87670785437365,0.2258363117633393,0.3538396824351663,0.9187670785437365,0,1.61805803365553e-11,0
30.32191825250398,48.337709719571514,60.261709898300836,0.6738204056111996,0.48337709719571514,0.6026170989830084,0,2.2038942711214055e-06,0
34.72809174877867,38.35692641773485,66.90689018257456,0.7717353721950815,0.3835692641773485,0.6690689018257455,0,0.3623631728428741,0
23.41872751400718,43.79203879442346,37.749117791184304,0.5204161669779374,0.4379203879442346,0.37749117791184306,0,0.00043093692641650637,0
31.71405488532976,48.16992851458575,33.7575054730272,0.7047567752295502,0.48169928514585747,0.337575054730272,0,0.022809478352931768,0
30.956576430115334,92.24600316476719,82.29992316822558,0.6879239206692296,0.9224600316476719,0.8229992316822557,0,1.933890874433535e-23,0
36.610149496883565,44.012759126769346,69.12568653905834,0.8135588777085236,0.44012759126769346,0.6912568653905834,0,0.01480361320221666,0
33.378437252932066,79.48790697029023,60.11050983209802,0.7417430500651571,0.7948790697029022,0.6011050983209801,0,8.378605309692309e-14,0
14.69584905478559,92.37927372830264,43.99771353082712,0.3265744234396798,0.9237927372830264,0.4399771353082712,0,8.334314645267992e-07,0
13.96427757940158,50.92669858169128,35.30574650148741,0.31031727954225735,0.5092669858169128,0.3530574650148741,0,0.004938482316308722,0
16.46517338287055,97.46831112952502,65.16889792605723,0.3658927418415678,0.9746831112952502,0.6516889792605722,0,5.325270784476651e-16,0
16.730597980070083,70.71732241086616,84.55546776418535,0.3717910662237796,0.7071732241086616,0.8455546776418535,0,5.312951949290507e-22,0
